rec_id,q_gram_set
12a303c224c250d07c81691de6e0fd74699ce6bd78c234057de70413a58457cf,"{'tt', 'sc', 'co', 'ot'}"
e7a4477ec945697c1003e467ec7b8fc2c485d90453882a203c08956d377d8cbd,"{'am', 'ie', 'ja', 'mi'}"
102cf10b5286bad9fcfe5e275ace3ddd7dcc23931fb0ca93dc223daf9877cabd,"{'st', 'ti', 'ju', 'in', 'us'}"
df59c257785d70706a411e70e123aff2844d6d57eb19f3a071afc8e019f5f2d8,"{'st', 'ti', 'ia', 'is', 'hr', 'ch', 'an', 'ri'}"
4697c20f8a70fcad6323e007d553cfe05d4433f81be70884ea3b4834b147f4c1,"{'ar', 'rc', 'ma'}"
d2653ff7cbb2d8ff129ac27ef5781ce68b2558c41a74af1f2ddca635cbeef07d,"{'na', 'an', 'at', 'th', 'ha'}"
720036c8101f751b82cdba6e74fbd217419a2d478dd49f6d7ba6697ed3810ece,"{'ia', 'an', 'am', 'mi', 'da'}"
b4b568ab61e07150322fff327765e9c9df03aca5197f14b416e30ce6a9c4ad3b,"{'sh', 'ne', 'an', 'ha'}"
d7ae9de750a5640adf6e724d72643767faa73bca2941781dae9d276ff2d4b4ca,"{'us', 'cu', 'rc', 'ar', 'ma'}"
90f0528c6435cc197997a13bf5b8e5f8ba0b8db20f9a55cfbc9172d959fdf616,"{'en', 'gl', 'le'}"
e0e3a2b6471d044a53a7757994b51dd33c6b3ec90e1aca21cebc8e2ae79d6d9b,"{'an', 'ry', 'ya'}"
42883de235c26da7b7727177d4a1f7cc727acea1dba4641520322e5080f255b9,"{'at', 'he', 'th', 'ew', 'ma'}"
1534cf2af76ecd84b803010b700287c00446599c68e8d81befa9c569f03e64dd,"{'eo', 'on', 'le'}"
4cefa6b13a8f592f55bfd46b3719f879859c3eb348e20fe34ab86bcb5cb2ca27,"{'tt', 'br', 're', 'et'}"
cccf52f3d03c5072ee64a136f74fc56b27e04f15ffe5d1d277d58ab18d94b327,"{'ke', 'uk', 'lu'}"
21b37af13efb41d20fdbb658ea6dba140408c5b4bfc935fde6c064e3d6417101,"{'gh', 'ei', 'ig', 'le'}"
6700869c8ff7480e34a70a708b028700dbaa3a033b5652b903afe89f49a31456,"{'be', 'en'}"
c64975ba3cf3f9cd58459710b0a42369f34b0759c9967fb5a47eea488e8bea79,"{'ey', 'sh', 'as', 'le', 'hl'}"
39fdbdb8ddf75a006ffec2a3ba95c3a04ce5517c608a786ef9a042af9843bd8c,"{'ro', 'aa', 'ar', 'on'}"
f73137d930c31d188d901d57d78c13c88458d61600d1355d28c8841d590a6d69,"{'am', 'ia', 'li'}"
fbd8dafe1f79f47371dd79d334d9a6c1aaab28c14b9533417462629d576639f3,"{'ro', 'os', 'ss'}"
e96e02d8e47f2a7c03be5117b3ed175c52aa30fb22028cf9c96f261563577605,"{'am', 'sa'}"
678411328e6fde36bdf5505a031adcf0aec5597ca1a80b74ec4205b863485134,"{'ic', 'ck', 'ky', 'ri'}"
304528b7f627f4d57e2f066ea2a96602caecdb8ee424445f5e9e626435b5cb5a,"{'le', 'al', 'da'}"
fc52fabe94c0e037d2df4498e87481a6438960c9f73d517584a7a5c564535ac4,"{'sh', 'ua', 'os', 'jo', 'hu'}"
4135aa9dc1b842a653dea846903ddb95bfb8c5a10c504a7fa16e10bc31d1fdf0,"{'al', 'ex', 'le'}"
668e2b73ac556a2f051304702da290160b29bad3392ddcc72074fefbee80c55a,"{'ny', 'an', 'nn', 'da'}"
a7e31aa22c6106301d370017e683e3dad6097b4b7b2484becf3e1a2d23261939,"{'ra', 'an', 'ki', 'ie', 'er'}"
0109df3bfbae1a4b6b6de4d96a49b95be66cc1915a621bb6fd576d6b6cca7741,"{'dl', 'br', 'ra', 'ey', 'le', 'ad'}"
136c67657614311f32238751044a0a3c0294f2a521e573afa8e496992d3786ba,"{'or', 'an', 'rd', 'jo', 'da'}"
84f1bc54796086737e52fb3a28d3f7e33d030be3620594f315853c8aa40823b0,"{'en', 'am', 'ie', 'mi', 'da'}"
cdf30c6b345276278bedc7bcedd9d5582f5b8e0c1dd858f46ef4ea231f92731d,"{'ke', 'ja', 'ak'}"
cc0b8a95a883bc0b5f64a536de42349e0ce0673918a3c446255ddc8354887140,"{'or', 'nn', 'on', 'no', 'co'}"
4d1c39dbb90939fbd720474946b9450ae04743157c7b32af2eb643699ce4b23b,"{'um', 'al', 'll', 'lu', 'ca'}"
c35d6aaf3b3885dfc9f36cddf48a65e93a919e13165fbbcfc0f9de5636279559,"{'co', 'ob', 'ja', 'ac'}"
bb44bf07cf9a2db0554bba63a03d822c927deae77df101874496df5a6a3e896d,"{'yl', 'ky', 'le'}"
78675cc176081372c43abab3ea9fb70c74381eb02dc6e93fb6d44d161da6eeb3,"{'jo', 'oe'}"
b8343687cb54220760456250ade0d07e13d17c34a1e68f3dd45dd8279fea2ccf,"{'ec', 're', 'ce', 'ee'}"
4a88e6b62dfbed0ec830f7c79d661132fa0319c62cb1b3f6a346138715a26d66,"{'ys', 'rh', 'hy'}"
b9dd960c1753459a78115d3cb845a57d924b6877e805b08bd01086ccdf34433c,"{'rl', 'li', 'ar', 'ie', 'ch', 'ha'}"
e66e9a769d159582cda9c0da24247e36340045a7c340ec59dcd63c0b61cc95cc,"{'ro', 'me', 'on', 'am', 'er', 'ca'}"
13a8c9370f75bea9633c30f8ca15a4a92f4835353760aa758b8ae32657f3fd66,"{'or', 'no', 'co', 'on'}"
01e76a28977874f8b72265d0d39fa47c4105083556013f84ded1dad7798d01f7,"{'el', 'io', 'll', 'li', 'ot'}"
9baf3a40312f39849f46dad1040f2f039f1cffa1238c41e9db675315cfad39b6,"{'ax', 'ma'}"
8529ab6899015263573df683e57a9de269d60d38f9a5493152e1f53e8c5c2730,"{'tc', 'it', 'el', 'he', 'll', 'mi', 'ch'}"
47798d12ae31ce5a6d9c9dddec7bc9f2a27fffa424b7f2a154fa0e26690972de,"{'bi', 'il', 'll', 'ly'}"
a6761ccff1191f3ee53acada4f7965241538511ef6eb52d37974507ab5a9023e,"{'el', 'jo', 'oe'}"
386a85d8c88778b00b1355608363c7e3078857f3e9633cfd0802d3bf1c0b5b83,"{'sh', 'jo', 'os'}"
c0e7aec81a1a194e9f54f6b297f6544041188c741ae8f55c2133b5c510a7dc1d,"{'la', 'yl', 'an', 'dy'}"
0f9c00b3f38f964ee172095f50e53fe9b9e01bd0e1a9f750d877bd26a84ffe18,"{'tt', 'el', 'io', 'll', 'li', 'ot'}"
fdb7d5c701a3b4a9981e98fd486d22b51b51f2e91605540e57081d440573c009,"{'br', 'ra', 'an', 'on', 'nd', 'do'}"
a10089eeb0bd6b43905befa8a6382ab245c0243437d73b340c2594b93c420ca8,"{'by', 'ob', 'to'}"
61ad53675c7d94469255c6dd4f63c280a59b7d0984df5b7aa2fe5f48a3b5e023,"{'ec', 'cl', 'an', 'la', 'de'}"
bfef4adc39f01b033fe749bb5f28f10b581fef319d34445d21a7bc63fe732fa3,"{'ja', 'ay'}"
6915771be1c5aa0c886870b6951b03d7eafc121fea0e80a5ea83beb7c449f4ec,"{'ar', 'ry', 'ma'}"
f902def4855ca65edd49983167186a7d9e9ea3386078ef59ce92970d291b2b8e,"{'or', 're', 'ce', 'nc', 'fl', 'en', 'lo'}"
f0b2481d6b24d018036a9e3d03c97b1d9e4b466b017dde25cb9c6a00fadaac11,"{'or', 'ri', 'is', 'do'}"
4cfbf05e4493d17167dbd8ae46b1248d3f3b41ff517bcf60b25bff8a5b206f8c,"{'di', 'it', 'th', 'ed'}"
e5a726a3cf969c027e9734910739b05d0109a6cda58f86efe6bc1791384dca65,"{'ro', 'or', 'hy', 'th', 'do', 'ot'}"
71be92cbdfe91357146afad81827a981ec58f5a3e69e9bd4527acd74b1927938,"{'an', 'ni', 'ie', 'nn'}"
522ce7057fd0523adcd6672db24bb671d09d1ffa2f1e7c97c13e6c68ae6fcb13,"{'re', 'rg', 'et', 'ar', 'ma', 'ga'}"
2bd806c97f0e00af1a1fc3328fa763a9269723c8db8fac4f93af71db186d6e90,"{'ic', 'al', 'ce', 'li'}"
b54f08623ae4039f55bcecba4961037fb4513d2ba9cb2b0667c5db970ac94911,"{'ab', 'iz', 'be', 'el', 'za', 'et', 'th', 'li'}"
fd188ebac81a2862c23d2db9a3a7fe0c946bacc0c6f18270044afc535f2ae623,"{'si', 'ls', 'el', 'ie'}"
ee3b2b0bd449adb75d34ff6342aa196a9918aa6b0d3fbaf247ec4f34c564ea84,"{'dy', 'gl', 'ys', 'la', 'ad'}"
dc12c6b02a8d37bb3086fb81b55cca06204a6477d492894b5f9041d82fd6ddc1,"{'fr', 're', 'ni', 'if', 'in', 'wi', 'ed'}"
3744b050e6812939093fef46470e6394e02be71aa05cf21e81d22a46e1d1277e,"{'he', 'et', 'el', 'th'}"
3a40307eaa91394d484894a87467617d25c6afa62237bcdaa80385d70984e5ab,"{'hi', 'il', 'ld', 'da'}"
6bc6a8553bbe7c8d3f48eddeffc6c128f2e57b1404bc68371d2622ac003035b1,"{'il', 'ia', 'an', 'li'}"
254ac4523be56a1a724c4cd50437cfe343f0b4403d1c5a4def8ee8ce3259b9ad,"{'iv', 'vy'}"
22d2084f01936c564e690d170959976647b46c843bcb313ff7312fc169dc889c,"{'le', 'io', 'et', 'ol', 'vi'}"
a5762cbe2b09c01700a26ba4a6335c03088e8715d6cd354fbb933ca7f0d84698,"{'ka', 'hl', 'le', 'at', 'th', 'en', 'ee'}"
7975b4132aaa77d75069a5d2ab3c501413eb91d11d046815158103d5628d7405,"{'el', 'll', 'en', 'le'}"
40903c59d19feef1d67c455499304c194ebdec82df78790c3ceaac92bd1d84be,"{'ly', 'il', 'li'}"
d233633d9524e84c71d6fe45eb3836f8919148e4a5fc2234cc9e6494ec0f11c2,"{'ah', 'ra', 'ar', 'sa'}"
d0cb58d4d6ac665b624be38e148250f7f2185fccecd270c3ff21d3efbd17a5fe,"{'ne', 'el', 'll', 'ie', 'li'}"
e8e9689deac5bac977b64e85c1105bd1419608f1223bdafb8e5fbdf6cf939879,"{'ly', 'il', 'mi', 'em'}"
c9197fb972feabb8a87dd4fc5b1fa31427a4769cd25d26d7522c7969b70f61ab,"{'ab', 'be', 'el', 'ma'}"
fdee430d40bd57deeac186cd9790033d0f06f909a8806e7ce6e717ab7c7d5029,"{'da', 'ad'}"
07356e8a472bca7eeb7a79dc0fe9a27df6d1d19ad82caee2bebc122463a1d42c,"{'ce', 'tr', 'ri', 'at', 'ea', 'be', 'ic'}"
f4cbd73e7e638b953055c0683f5ecd89668a7164ce766ac7751d69e6eb89d026,"{'or', 'ie', 'ri', 'rj', 'ar', 'jo', 'ma'}"
ee4d988c65de860fabbfbcd27f73d50bbebe3fba37fe419284f4811389c30bdc,"{'ay', 'ma'}"
618d663af0f1ec88a5a19defa65a2f80d06582a832510b12f475d80870bdb3ab,"{'ro', 'os', 'se'}"
fa6598317163f260c9f3bb0959f80974868eb5ff3f6bf80a092f54e042071aa2,"{'iv', 'ol', 've', 'li'}"
44e5bf55761da5636a92efd9e8cafe3cf3454d9799b09826406cbf7718ed2676,"{'ly', 'el', 've', 'ev', 'yn'}"
be74ff939e5b0726657bb372b4a3b63e844f93cdd444f6d72bb7019c2de7c896,"{'ph', 'hy', 'is', 'yl', 'll', 'li'}"
3fcdd536f10a79ffd728da453dcc48178d9a44d0101096af473612e3117ca82a,"{'ud', 'ru', 'tr', 'er', 'de', 'rt', 'ge'}"
9d82529905cccc378c5b93cadaa0e57869d4da07916c8282a4e98a22c8f6a39c,"{'ne', 'at', 'in', 'er', 'ri', 'he', 'th', 'ca'}"
37742e00d990d888da9804734e2d3260f45d3c0c401d4fdabdd89759581ff3c5,"{'gn', 'ag', 'ne', 'es'}"
01d027f99c658a86308f5ce4a721933a123462294983951e262d74e5b2dab989,"{'si', 'je', 'ss', 'es', 'ie'}"
46b6f0ae97088f7259ea1daf97deba6535971584da62c71874287406b980fd79,"{'fr', 'ra', 'an', 'ce', 'nc', 'es'}"
e010fd1ce1acc173e3b4835b7635f8d4600d774869102adb5cb7b5d7895649ba,"{'ra', 'ce', 'ac', 'gr'}"
c30d8b13bcc759e8b965c2e3406e850caf074147f084c57b20e6aaa987e4f458,"{'re', 'ir', 'en', 'ne'}"
02b15ef87562676a8a42f33af9a0ca6aa11e491abda98cec24e4eded61ffa78d,"{'va', 'ev'}"
742f7c2a990c83583ef92f0f6302d6616930473f2607be950b367ef8ccb4c23c,"{'st', 'ns', 'nc', 'ta', 'co', 'an', 'ce', 'on'}"
b1ae64e29908e5f8cd8fc70df3ed92d83ae33debf74468e0565f352855913f41,"{'dn', 'na', 'ed'}"
81f8f6dde88365f3928796ec7aa53f72820b06db8664f5fe76a7eb13e24546a2,"{'an', 'ne', 'ja'}"
1906bc7c801f03c41551b06e2fd406e8f471787c51357e8731ec61dd599f04c8,"{'am', 'my'}"
c7f6d322bc205f26de153999e8d923b63b9261ce34bcb0ef1b9c711f843e05d5,"{'ra', 've', 'er'}"
29c0cafbbedbf9b55d1c9d6bb8020e57e69bf270ef350f83aa1f14573d169be2,"{'el', 'ur', 'ri', 'mu', 'ie'}"
42029ef215256f8fa9fedb53542ee6553eef76027b116f8fac5346211b1e473c,"{'ai', 'is', 'sy', 'da'}"
bd5cff650821e43fd88ca5f9ade0e8b1987ff0d4288e511c941c7d241887a78e,"{'ni', 'nn', 'in', 'ie', 'mi'}"
47cd7dd52abc74f798c6f36a3ff2f6df0637431418c8f5373b31ce7a19d98183,"{'ud', 'au', 'ma'}"
dc99e9aa86fab83a062cff5e0808391757071a3d5dbb942802d5f923aaead3b4,"{'uc', 'cy', 'lu'}"
f4aa0655cdb8d4fcf6f719c7a786de10556783c70bfb8ef1d78923482fe6ebbc,"{'mm', 'ma', 'em'}"
cd0299854a830cfdbcfb7d6887ddb636c09496099c873f6ce5496aec9c3f044a,"{'or', 'an', 'el', 'le', 'ea', 'no'}"
afbdbfd5b8fbcb65f17a112222b82176077ab234cde34d4062138365951642fa,"{'ui', 'sa', 'lo', 'is', 'ou'}"
69db31976ead37b85cc42a49c95fd06eec99cfd9b7ff219a25c0f59cb4049343,"{'or', 'ra', 'do'}"
b21ec07effd3fe307782e2a1782ae771e601b303cef1548723a76c539f98f383,"{'or', 'no', 'ra'}"
017afcb8a8743417ad069311a7a29d712dc21065246d90de9b9aaeece1575070,"{'ne', 'gw', 'we', 'nd', 'in', 'ol', 'do', 'en', 'li'}"
80c95d0e9e710a56937209d81da3043b5dfed8174bb6acc01e334ecaa6408a97,"{'he', 'el', 'en', 'le'}"
bb6b24bf13999272b27006f7711965f77861a326a30b43b9b1852a500ad68ac7,"{'id', 'da'}"
7814459b3f23f455e4e9bea9c80508ef91609ef4f42818f1167836583bee3c6d,"{'cl', 'la', 'ar', 'ra'}"
fc881aa34d44660e1012dec26ccda0b469d6c8359e91dc674dab4c095b9fe832,"{'na', 'an', 'nn', 'ah', 'ha'}"
90b8de4051f02b7a29484341f3a903e1b2c6a233f5465e19c634535c7b315e6f,"{'an', 'ne', 'nn'}"
8a0adf0fcd282869eee78b232d863d3ad8c15ca6412abf1adf217011a3eacb16,"{'or', 'no', 'ah', 'ra'}"
2c249473aa501c43f154cc5bd2332c4c5ab5281cdc7c22ba049724882eda25f7,"{'te', 'at', 'ka'}"
7dbef27a673fea6454664f4fbe9685f3bc3cf1813eea89267bc99641e4d59517,"{'ma', 'ar', 'th', 'rt', 'ha'}"
bdd8771653c35224300ff4c401cb3dbe774ed149bce566181538f723bfa81e6a,"{'be', 'th', 'rt', 'er', 'ha'}"
0aead8727b6b1a5f1116400c7136de097e070561598b1e75030361f959e232c9,"{'ia', 'an', 'il', 'll', 'li'}"
49915e0d7d4b402e3017d010bc1c0e83cac6c797d6c16e66340fe3268693a6a1,"{'an', 'nn'}"
467ef766006264233bc791aa57ebfbaa88a4daa3a5ebf7158a6d10ca03233911,"{'on', 'ri', 'io', 'ar', 'ma'}"
f74fc122ff882a4fb82b72d8f48c164c4afea0d5d789351720ccc141da54194c,"{'si', 'ss', 'be', 'es', 'ie'}"
59cea62bbdfb4dc0ccac8a9b92f35bf8b4d96762871626956217907c09fc035b,"{'le', 'il', 'ei', 'en', 'ee'}"
5d702eb07928ed7b84626b777c86c39bf4cb403d4024f031d5f97a4b0664421f,"{'la', 'ur', 'ra', 'au'}"
8dfe4b3e06719fcb3d457ba75420ae124e9261b8a2ffab9b02b6ed488036561d,"{'ld', 'dr', 're', 'il', 'mi', 'ed'}"
79fe4c43a919209a10138fab243ac8e28a2b23208e16c1a1108d6913fcdc674f,"{'ut', 'ru', 'th'}"
da2da8e71c82b18aaec0e9dcf817ab09481a8b55061066f011b3e38188788f65,"{'ab', 'el', 'sa', 'be', 'la', 'is', 'll'}"
4a2b5e1822ca11588586eb912320817f3cf0c11cd5ec8937e78a8209505f4e84,"{'te', 'rl', 'ar', 'lo', 'ch', 'ha', 'ot', 'tt'}"
a8c33e6ffbdcb11c67d4061ffed5780a894581b0b8ef67226b29fa2cabd537f9,"{'st', 'he', 'es', 'th', 'er'}"
b9138194ffe9e7c8bb6d79d1ed56259553d18d9cb60b66e3ba5aa2e5b078055a,"{'ub', 'ru', 'by'}"
f1c072414387df13649fe3151d9b6c96ac1de1ea9dcf16e1c7b112d6daa9c8c1,"{'ri', 'et', 'ar', 'ie', 'rr', 'ha'}"
c6d17a3613b9914e68707fcfac8410f097643bc5840681bb533030d73cbb18f8,"{'ar', 'ie', 'ri', 'ma'}"
94aec9fbed989ece189a7e172c9cf41669050495152bc4c1dbf2a38d7fd85627,"{'ia', 'ar', 'ri', 'ma'}"
05c5f6ef21bb02be3db6d066c4e822e07ef75b2f85241333a7cba5dec74e2d33,"{'ro', 'ne', 'in', 'ar', 'ol', 'li', 'ca'}"
4da860a59a46e88c2b71a71baf7a2e2d0b2b42c583ffb04e8f0f671dfd0b3493,"{'ra', 'ba', 'ar', 'rb'}"
833dc869548f1c4cf789a9fed733def2aae92697070cb31066b883ea6f91d4aa,"{'za', 'el', 'li', 'iz'}"
cea10155179e0e08b37022c199cfde50b1bd9c2bb41a47949352f275207d488e,"{'ro', 'si', 'na', 'os', 'in'}"
f0d9991c5e47e0d26a350c1618bd3154cd0f9f2461d3df671a753c393fe7a6a7,"{'ia', 'el', 'me', 'am', 'li'}"
bfdc589cf60cc86132cfe78da99092c2601432d6ba138ae674941a64c8941852,"{'fr', 're', 'da', 'ed'}"
3a06acb323f3886311f216e273194f79f8445683f57b34fbd7cfec79d2084970,"{'ll', 'mi', 'ce', 'nt', 'il', 'ic', 'en', 'li'}"
0c081477c9bcc99ed2f0b1449dcb034db402ab44c5a73faf01e75303a31f3a64,"{'et', 'an', 'ne', 'ja'}"
39c824dcac73d365d300430ea0592b492039d46089752e53ee3240ee75163d18,"{'an', 'fa', 'nn', 'ny'}"
d2dae6d1b4625413eade8cafcb06d6d000fdb57d963fc3c5c497084d42288319,"{'an', 'jo', 'oa'}"
358a3cd454c38404d1162e39500b2fca02ee644c45bc5a886af173579c1e9549,"{'ly', 'di', 'ia', 'yd'}"
47612b3175fece07f6c3e91992412c5b16ca88a9068cb72fecbcf653eb5ffcd7,"{'is', 'ir', 'ri'}"
446acc36bce9a33c2e19f0205c0a94b8a35955814b560532b0ecefbf90a6d055,"{'an', 'bl', 'nc', 'he', 'la', 'ch'}"
263df4565e2ff1a307063e087e68d88190ad01ae3dbb164aa1e8ec6781b9fd26,"{'ia', 'ir', 'ri', 'am', 'mi'}"
4ff17bc8ee5f240c792b8a41bfa2c58af726d83b925cf696af0c811627714c85,"{'ea', 'je', 'an'}"
972964b66bdfe6b5b181c5112a6a0470204f64661ee7e3efb9aab0ce3cc403ff,"{'ra', 'el', 'he', 'ac', 'ch'}"
fb2cb45b6b443241e38145b6445a6e0ebee0410d19e71d9fd0adf5fc382d49e5,"{'la', 'el', 'll'}"
1d5c3d9e36631b5fdb232d07e14bd763c4b87e9aeafbeb8e60afd83e9ea17b61,"{'rg', 'ge', 'ar', 'ry', 'er', 'ma'}"
93c6b09e0fc292a99a2d60d862f484b66c8709f78fd3a30ceaec6422a2197824,"{'st', 'ti', 'in', 'is', 'hr', 'ch', 'na', 'ri'}"
1d78b370ad96e7a8091888d902360187bdea87ab6a4af003ec63c791894513ec,"{'na', 'an', 'cy', 'nc'}"
005195352c13e18429414c8b36a4047fdcfab8bb3a1aa1aa19d5ff26010c754d,"{'yc', 'jo', 'ce', 'oy'}"
061b67d6e7ab579da2610e27e631aa4beda1ffe75c0a1b3f3f1c0b97780b4052,"{'tt', 'be', 'et', 'ty'}"
c42c0e10d4bc71284f959e506f3e9b2dfa6efd67bd0bbc1e33e1b2da3ade9936,"{'or', 're', 'en', 'do', 'ee'}"
93dbfb11695aabd44619dc641792a4dda59696e77188eb34f2db3138dc17ce4a,"{'ia', 'lv', 'yl', 'vi', 'sy'}"
56f09d7fa9eb77b92c741dd19409c0152ba19b22e0cde3bfa1e66970f8eeec57,"{'dr', 'ey', 're', 'ud', 'au'}"
b6564e12882d39b1aa5765403c61f0c0ccf8e06a72e9877b17f59c51a3bd5c03,"{'id', 'br', 'ri', 'et', 'dg', 'ge'}"
841b0a99ae6eb34dd54ffb900237c7180787c3c545c757c4527f3cd8d5f850a7,"{'be', 'yl', 'ry', 'er'}"
da4f019c5c9296b346884a6e735342f110efa06bd19f92d5d16f7b73b23c6bfd,"{'id', 'ni', 'en'}"
aec0e78824de1205cf98384780983c6f2b7c03f8a6e5036a508ece76f1b3c5a7,"{'hi', 'ne', 'os', 'ep', 'in', 'jo', 'ph', 'se'}"
d86dc6e60b0632e30f2a78abe922c238e913dd5c74f76df6dc935f1ec73a5df6,"{'ia', 'tr', 'ci', 'at', 'ri', 'ic', 'pa'}"
2f8a0c01f668bca73ec51c0d8da77d419582347055e99d5d04fcf73b47bebced,"{'pe', 'gy', 'gg', 'eg'}"
8d20e19b8fc57df7cf425bb96337dd498403f13124ffc22bcd1cba5d9e8445d2,"{'sh', 'he', 'il', 'la', 'ei'}"
94dc354ccaa14e47b774467966de2b443e428ae8ed4849d4e423fb387463d9a0,"{'br', 're', 'nd', 'en', 'da'}"
cbbcacaf0d582e760874a68b44c572218102a1d24fa262b00dc7f090c7257302,"{'el', 'me', 'am', 'la', 'pa'}"
9d053755e078005ef63af6258f5a743994a11d17daca304d49dec6c3ded3fba8,"{'ze', 'el', 'az', 'ha'}"
7281ac5300c2836c027ee8b6cd827bdfa0d867e0ab715771ef1378d8c536fd79,"{'da', 'ne', 'ph', 'ap', 'hn'}"
ae06995ac4f88b7a97574efc57fb3ccc63142150b93d25bec60dd6b4434350c8,"{'ne', 'ul', 'in', 'pa', 'li', 'au'}"
c5420b43786b20f6cd116002a483b128e9d24020852c5e1c53731e25f40217f0,"{'ta', 'it', 'ri'}"
c0fa1ef864788c455b22e34d6b11eb282603eeec08b2b10d38c37683ef46952c,"{'ju', 'ne', 'un'}"
f9860d4c1fe72330e750bb2a1310337fc35022f31a0c625fd792930f4dc3e00c,"{'st', 'te', 'el', 'la', 'll'}"
1a1ba90ebfaa6411260215cc0cc80965e5dff04123b9e0bb08ca69021f6abf71,"{'is', 'av', 'vi', 'ma'}"
4643768fa07cfa6e1b8f326d99210ac0a3fd49fec3c64a85745036002b92c3b3,"{'lm', 'el', 'he', 'th', 'ma'}"
ca0b642ed0c1c9902c3e9c8ac00865e0a9cf6449f66012e1c6948b66818f26ff,"{'ni', 'on', 'ca', 'mo', 'ic'}"
cf43e029efe6476e1f7f84691f89c876818610c2eaeaeb881103790a48745b82,"{'lm', 'al', 'ma'}"
